Title,Worldwide
"We Love It!/The Man Who Yelled/The Stain/Billy Nayer/Little Wolf/The Square of Light/Prehistoric Beast/I Think I Was an Alcoholic/The Sandman/Words, Words, Words/Gahan Wilson's Diner","$1,012,881"
Ruby in Paradise,"$1,001,437"
The Stolen Children,"$931,280"
Knight Moves,"$923,418"
The War Room,"$901,668"
Street Knight,"$841,015"
The Last Days of Chez Nous,"$831,578"
The Lion King,"$858,555,561"
Forrest Gump,"$329,694,499"
True Lies,"$146,282,411"
The Santa Clause,"$144,833,357"
The Flintstones,"$130,531,208"
Dumb and Dumber,"$127,175,668"
Clear and Present Danger,"$122,187,717"
Speed,"$121,248,145"
The Mask,"$119,938,730"
Pulp Fiction,"$107,928,762"
Interview with the Vampire: The Vampire Chronicles,"$105,264,608"
Maverick,"$101,631,272"
Street Fighter,"$99,431,786"
The Client,"$92,115,211"
Disclosure,"$83,015,089"
Star Trek: Generations,"$75,671,125"
Ace Ventura: Pet Detective,"$72,217,396"
Stargate,"$71,567,262"
Legends of the Fall,"$66,638,883"
Wolf,"$65,002,597"
The Specialist,"$57,362,582"
Four Weddings and a Funeral,"$52,700,832"
The Little Rascals,"$52,125,282"
Naked Gun 33 1/3: The Final Insult,"$51,132,598"
The Crow,"$50,693,129"
Natural Born Killers,"$50,282,766"
Angels in the Outfield,"$50,236,831"
Little Women,"$50,083,616"
When a Man Loves a Woman,"$50,021,959"
The River Wild,"$46,816,343"
D2: The Mighty Ducks,"$45,610,410"
Timecop,"$44,853,581"
City Slickers II: The Legend of Curly's Gold,"$43,622,150"
The Jungle Book,"$43,229,904"
Beverly Hills Cop III,"$42,614,912"
Nobody's Fool,"$39,491,975"
The Paper,"$38,824,341"
On Deadly Ground,"$38,590,458"
Richie Rich,"$38,087,756"
It Could Happen to You,"$37,939,757"
Junior,"$36,763,355"
Nell,"$33,683,817"
The Shadow,"$32,063,435"
I Love Trouble,"$30,806,194"
Major League II,"$30,626,182"
Blank Check,"$30,577,969"
Blown Away,"$30,156,002"
A Low Down Dirty Shame,"$29,392,418"
In the Army Now,"$28,881,266"
Drop Zone,"$28,735,315"
The Shawshank Redemption,"$28,341,469"
Guarding Tess,"$27,058,304"
I.Q.,"$26,381,221"
My Father the Hero,"$25,479,558"
Wyatt Earp,"$25,052,000"
Quiz Show,"$24,822,619"
Renaissance Man,"$24,332,324"
Blue Chips,"$23,070,663"
Mary Shelley's Frankenstein,"$22,006,296"
Intersection,"$21,355,893"
The Air Up There,"$21,011,318"
Iron Will,"$21,006,361"
Reality Bites,"$20,982,557"
Jason's Lyric,"$20,851,521"
Speechless,"$20,667,959"
The Cowboy Way,"$20,280,016"
"Corrina, Corrina","$20,164,171"
The Lion King 2016 Re-release,"$20,123,324"
Only You,"$20,059,210"
With Honors,"$20,016,254"
Color of Night,"$19,726,050"
New Nightmare,"$19,721,741"
8 Seconds,"$19,623,396"
Léon: The Professional,"$19,501,238"
Little Giants,"$19,306,362"
House Party 3,"$19,281,235"
Getting Even with Dad,"$18,869,594"
Love Affair,"$18,272,894"
Sugar Hill,"$18,225,518"
Milk Money,"$18,137,661"
My Girl 2,"$17,359,799"
Miracle on 34th Street,"$17,320,136"
The War,"$16,928,556"
Baby's Day Out,"$16,827,402"
Lightning Jack,"$16,821,273"
Andre,"$16,820,893"
Blink,"$16,696,219"
Terminal Velocity,"$16,487,349"
Monkey Trouble,"$16,453,258"
Above the Rim,"$16,192,320"
The Getaway,"$16,094,974"
The Next Karate Kid,"$15,876,353"
No Escape,"$15,339,030"
Bad Girls,"$15,240,435"
The Madness of King George,"$15,238,689"
Threesome,"$14,815,317"
The Pagemaster,"$13,670,688"
Crooklyn,"$13,642,861"
Bullets Over Broadway,"$13,383,747"
Greedy,"$13,137,484"
Little Big League,"$12,267,790"
3 Ninjas Kick Back,"$11,798,854"
The Ref,"$11,439,193"
Cops and Robbersons,"$11,391,093"
Thumbelina,"$11,373,501"
Ready to Wear,"$11,300,653"
"The Adventures of Priscilla, Queen of the Desert","$11,220,670"
Camp Nowhere,"$10,475,705"
I'll Do Anything,"$10,424,645"
Martin Lawrence: You So Crazy,"$10,184,701"
Lassie,"$9,979,683"
Immortal Beloved,"$9,914,409"
The Swan Princess,"$9,771,658"
Angie,"$9,398,308"
The Inkwell,"$8,880,705"
White Fang 2: Myth of the White Wolf,"$8,878,839"
The Puppet Masters,"$8,647,042"
Fresh,"$8,094,616"
The Nightmare Before Christmas 1994 Re-release,"$8,016,418"
Blankman,"$7,941,977"
The Chase,"$7,924,955"
Hoop Dreams,"$7,830,611"
Serial Mom,"$7,820,688"
Sirens,"$7,770,731"
Surviving the Game,"$7,727,256"
Clifford,"$7,408,745"
Clean Slate,"$7,355,425"
Eat Drink Man Woman,"$7,294,403"
Barcelona,"$7,266,973"
North,"$7,182,747"
Trial by Jury,"$6,971,777"
Exit to Eden,"$6,841,570"
Mixed Nuts,"$6,821,850"
The Road to Wellville,"$6,562,513"
The House of the Spirits,"$6,265,311"
Widows' Peak,"$6,243,722"
Trapped in Paradise,"$6,017,509"
Ed Wood,"$5,887,457"
The Last Seduction,"$5,842,603"
Airheads,"$5,751,882"
Belle Epoque,"$5,418,216"
Little Buddha,"$4,858,139"
Black Beauty,"$4,630,377"
Wagons East,"$4,412,297"
Brainscan,"$4,352,094"
PCU,"$4,330,020"
Jimmy Hollywood,"$3,783,003"
Cabin Boy,"$3,662,459"
Three Colors: Red,"$3,581,969"
A Simple Twist of Fate,"$3,430,583"
Gunmen,"$3,411,885"
Blue Sky,"$3,359,465"
Squanto: A Warrior's Tale,"$3,342,223"
Romeo Is Bleeding,"$3,275,585"
Mi vida loca,"$3,267,313"
Silent Fall,"$3,180,674"
Clerks,"$3,151,130"
The Favor,"$3,134,381"
Death and the Maiden,"$3,103,716"
Princess Caraboo,"$3,062,530"
Heavenly Creatures,"$3,049,135"
China Moon,"$3,038,499"
The Hudsucker Proxy,"$2,816,518"
The Scout,"$2,694,234"
Red Rock West,"$2,502,551"
Backbeat,"$2,392,589"
Double Dragon,"$2,341,309"
To Live,"$2,332,728"
A Good Man in Africa,"$2,308,390"
Leprechaun 2,"$2,260,622"
The Endless Summer 2,"$2,155,385"
Mrs. Parker and the Vicious Circle,"$2,144,667"
The Princess and the Goblin,"$2,105,078"
Kika,"$2,019,581"
Vertical Reality,"$1,951,429"
Bitter Moon,"$1,862,805"
I Like It Like That,"$1,760,527"
Vanya on 42nd Street,"$1,746,050"
Even Cowgirls Get the Blues,"$1,708,873"
Death Wish: The Face of Death,"$1,702,394"
The Scent of Green Papaya,"$1,700,992"
Safe Passage,"$1,618,282"
Chasers,"$1,596,687"
Being Human,"$1,519,366"
Spanking the Monkey,"$1,359,736"
Radioland Murders,"$1,316,865"
Queen Margot,"$1,292,232"
"Car 54, Where Are You?","$1,238,080"
Three Colors: White,"$1,237,219"
A Million to Juan,"$1,220,842"
"Ciao, Professore!","$1,113,435"
Naked in New York,"$1,038,959"
Cobb,"$1,007,583"
A Man of No Importance,"$920,916"
Mother's Boys,"$737,548"
Drop Squad,"$734,693"
Holy Matrimony,"$713,234"
Savage Nights,"$662,341"
Cronos,"$621,392"
The Advocate,"$602,329"
Toy Story,"$244,651,588"
Apollo 13,"$223,837,411"
Batman Forever,"$184,031,112"
Pocahontas,"$141,579,773"
Ace Ventura: When Nature Calls,"$108,385,533"
GoldenEye,"$106,429,941"
Jumanji,"$100,475,249"
Casper,"$100,328,194"
Se7en,"$100,125,643"
Die Hard with a Vengeance,"$100,012,499"
Crimson Tide,"$91,387,195"
Waterworld,"$88,246,220"
12 Monkeys,"$87,020,996"
Dangerous Minds,"$84,919,401"
Mr. Holland's Opus,"$82,569,971"
While You Were Sleeping,"$81,057,016"
Congo,"$81,022,101"
Father of the Bride Part II,"$76,594,107"
Braveheart,"$75,609,945"
Get Shorty,"$72,101,622"
Grumpier Old Men,"$71,518,503"
The Bridges of Madison County,"$71,516,617"
Mortal Kombat,"$70,454,098"
Nine Months,"$69,684,532"
Casino,"$68,972,551"
Outbreak,"$67,659,560"
Heat,"$67,436,818"
Waiting to Exhale,"$67,052,156"
Bad Boys,"$65,807,024"
Babe,"$63,658,910"
The American President,"$60,079,496"
Species,"$60,074,103"
Clueless,"$56,631,572"
Sabrina,"$53,696,278"
Something to Talk About,"$50,865,589"
The Net,"$50,727,965"
Under Siege 2: Dark Territory,"$50,024,083"
A Walk in the Clouds,"$50,008,143"
The Brady Bunch Movie,"$46,576,136"
Sense and Sensibility,"$43,182,776"
Man of the House,"$40,070,995"
Dead Man Walking,"$39,363,635"
French Kiss,"$38,896,854"
Higher Learning,"$38,290,723"
Mighty Morphin Power Rangers: The Movie,"$38,187,431"
First Knight,"$37,600,435"
Just Cause,"$36,853,222"
"To Wong Foo Thanks for Everything, Julie Newmar","$36,474,193"
The Indian in the Cupboard,"$35,656,131"
Money Train,"$35,431,113"
A Goofy Movie,"$35,348,597"
Judge Dredd,"$34,693,481"
Forget Paris,"$33,177,694"
Tommy Boy,"$32,679,899"
Copycat,"$32,051,917"
Leaving Las Vegas,"$32,029,928"
Rob Roy,"$31,596,911"
Powder,"$30,862,156"
Assassins,"$30,303,072"
Free Willy 2: The Adventure Home,"$30,077,111"
Major Payne,"$29,412,050"
Friday,"$27,467,564"
Now and Then,"$27,112,329"
Houseguest,"$26,325,256"
Billy Madison,"$25,588,734"
Desperado,"$25,405,445"
Operation Dumbo Drop,"$24,670,346"
Dolores Claiborne,"$24,361,867"
Dead Presidents,"$24,147,179"
Virtuosity,"$24,047,675"
Tom and Huck,"$23,920,048"
How to Make an American Quilt,"$23,600,020"
Boys on the Side,"$23,440,188"
Circle of Friends,"$23,389,975"
The Usual Suspects,"$23,341,568"
Don Juan DeMarco,"$22,150,451"
Il Postino,"$21,848,932"
To Die For,"$21,284,514"
Tales from the Crypt: Demon Knight,"$21,089,146"
Showgirls,"$20,350,754"
Sudden Death,"$20,350,171"
Vampire in Brooklyn,"$19,751,736"
It Takes Two,"$19,474,589"
Johnny Mnemonic,"$19,075,720"
The Quick and the Dead,"$18,636,537"
The Big Green,"$17,736,619"
Heavyweights,"$17,689,177"
Home for the Holidays,"$17,519,169"
Murder in the First,"$17,381,942"
Viaggi di nozze,"$17,142,208"
Jury Duty,"$17,014,653"
Devil in a Blue Dress,"$16,140,822"
The Prophecy,"$16,115,878"
Across the Sea of Time,"$16,015,639"
Muriel's Wedding,"$15,482,277"
Mad Love,"$15,453,274"
Halloween: The Curse of Michael Myers,"$15,116,634"
Wings of Courage,"$15,054,636"
Kiss of Death,"$14,942,422"
Candyman: Farewell to the Flesh,"$13,940,383"
Nixon,"$13,681,765"
A Kid in King Arthur's Court,"$13,406,717"
Lord of Illusions,"$13,294,422"
Clockers,"$13,071,518"
Highlander: The Final Dimension,"$12,303,080"
Hideaway,"$12,201,255"
Roommates,"$12,096,881"
Bye Bye Love,"$12,096,673"
Tales from the Hood,"$11,837,928"
Far from Home: The Adventures of Yellow Dog,"$11,642,946"
Fair Game,"$11,534,477"
Balto,"$11,348,324"
My Family,"$11,079,373"
The Englishman Who Went Up a Hill But Came Down a Mountain,"$10,904,930"
Dracula: Dead and Loving It,"$10,772,144"
The Brothers McMullen,"$10,426,506"
The Scarlet Letter,"$10,382,407"
Cutthroat Island,"$10,017,322"
A Little Princess,"$10,015,449"
Jade,"$9,851,610"
The Baby-Sitters Club,"$9,685,976"
Village of the Damned,"$9,418,365"
In the Mouth of Madness,"$8,924,549"
Smoke,"$8,367,636"
Tall Tale,"$8,247,627"
Nick of Time,"$8,175,346"
Strange Days,"$7,959,291"
Unstrung Heroes,"$7,929,434"
Bushwhacked,"$7,919,823"
Losing Isaiah,"$7,603,766"
Hackers,"$7,563,728"
The Jerky Boys,"$7,557,877"
The Amazing Panda Adventure,"$7,506,759"
Kids,"$7,412,216"
Three Wishes,"$7,027,517"
Last of the Dogmen,"$7,024,389"
Never Talk to Strangers,"$6,858,261"
Panther,"$6,834,525"
The Hunted,"$6,609,661"
Mighty Aphrodite,"$6,468,498"
The Secret of Roan Inish,"$6,159,269"
Gold Diggers: The Secret of Bear Mountain,"$6,029,091"
The Walking Dead,"$6,014,341"
The Tie That Binds,"$5,830,454"
Beyond Rangoon,"$5,750,110"
Before Sunrise,"$5,535,405"
Screen Two: Persuasion,"$5,269,757"
Miami Rhapsody,"$5,221,281"
Top Dog,"$5,093,707"
Angus,"$4,821,759"
Senior Trip,"$4,686,937"
Four Rooms,"$4,257,354"
Exotica,"$4,221,036"
Priest,"$4,165,845"
Tank Girl,"$4,064,495"
Belle de Jour,"$4,037,017"
Restoration,"$4,005,941"
Fluke,"$3,987,768"
The Pebble and the Penguin,"$3,983,912"
Gordy,"$3,941,146"
White Man's Burden,"$3,734,870"
Born to Be Wild,"$3,730,409"
Bad Company,"$3,674,841"
New Jersey Drive,"$3,565,508"
Jeffrey,"$3,487,767"
The Glass Shield,"$3,291,163"
Carrington,"$3,242,342"
Steal Big Steal Little,"$3,150,170"
Crumb,"$3,041,083"
Unzipped,"$2,875,086"
Othello,"$2,844,379"
The Perez Family,"$2,832,826"
Dr. Jekyll and Ms. Hyde,"$2,763,020"
The Show,"$2,702,578"
Richard III,"$2,684,904"
Magic in the Water,"$2,680,717"
The Cure,"$2,568,425"
Moonlight and Valentino,"$2,484,226"
Jefferson in Paris,"$2,473,668"
The Basketball Diaries,"$2,381,087"
Burnt by the Sun,"$2,302,338"
The Incredibly True Adventure of Two Girls in Love,"$2,210,408"
Wild Bill,"$2,193,982"
Mallrats,"$2,122,561"
A Month by the Lake,"$2,101,087"
Shanghai Triad,"$2,086,101"
Strawberry and Chocolate,"$2,084,187"
Shallow Grave,"$2,079,569"
Endless Winter,"$1,966,454"
The City of Lost Children,"$1,781,465"
The Mangler,"$1,781,383"
Once Were Warriors,"$1,608,570"
Farinelli,"$1,573,411"
The Horseman on the Roof,"$1,320,043"
Blue in the Face,"$1,268,636"
Picture Bride,"$1,238,905"
Destiny Turns on the Radio,"$1,176,982"
La seconda volta,"$1,151,013"
Mute Witness,"$1,125,910"
Living in Oblivion,"$1,111,790"
Independence Day,"$306,169,268"
Twister,"$241,721,524"
The Heat,"$229,930,771"
Mission: Impossible,"$180,981,856"
Jerry Maguire,"$153,952,592"
Ransom,"$136,492,681"
101 Dalmatians,"$136,189,294"
The Rock,"$134,069,511"
The Nutty Professor,"$128,814,019"
The Birdcage,"$124,060,553"
A Time to Kill,"$108,766,007"
The First Wives Club,"$105,489,203"
Phenomenon,"$104,636,382"
Scream,"$103,046,663"
Eraser,"$101,295,562"
The Hunchback of Notre Dame,"$100,138,851"
Michael,"$95,318,203"
Star Trek: First Contact,"$92,027,888"
Space Jam,"$90,418,342"
The English Patient,"$78,676,425"
Broken Arrow,"$70,770,147"
Evita,"$68,265,837"
Beavis and Butt-Head Do America,"$63,118,386"
Jingle All the Way,"$60,592,389"
The Cable Guy,"$60,240,295"
Courage Under Fire,"$59,031,057"
Jack,"$58,620,973"
Executive Decision,"$56,569,216"
Primal Fear,"$56,116,183"
Tin Cup,"$53,854,588"
Sleepers,"$53,315,285"
DragonHeart,"$51,367,375"
Up Close & Personal,"$51,088,705"
The Preacher's Wife,"$48,102,795"
Romeo + Juliet,"$46,351,345"
One Fine Day,"$46,151,454"
The Mirror Has Two Faces,"$41,083,864"
Happy Gilmore,"$38,824,099"
The Ghost and the Darkness,"$38,619,405"
Mars Attacks!,"$37,771,017"
Set It Off,"$36,461,139"
Shine,"$35,999,081"
The Truth About Cats & Dogs,"$34,861,807"
A Thin Line Between Love and Hate,"$34,767,836"
Muppet Treasure Island,"$34,327,391"
Matilda,"$33,459,416"
The Long Kiss Goodnight,"$33,447,612"
Striptease,"$33,109,743"
Daylight,"$33,023,469"
Homeward Bound II: Lost in San Francisco,"$32,772,492"
Black Sheep,"$32,417,995"
Rumble in the Bronx,"$32,392,047"
Eddie,"$31,387,164"
Sgt. Bilko,"$30,356,793"
James and the Giant Peach,"$28,946,127"
The Island of Dr. Moreau,"$27,663,982"
Spy Hard,"$26,960,191"
Eye for an Eye,"$26,877,589"
Harriet the Spy,"$26,570,048"
First Kid,"$26,491,793"
That Thing You Do!,"$25,857,416"
From Dusk Till Dawn,"$25,836,684"
Down Periscope,"$25,785,603"
Escape from L.A.,"$25,477,365"
Fly Away Home,"$25,143,818"
Kingpin,"$25,023,434"
The Craft,"$24,819,936"
Fargo,"$24,611,975"
Sling Blade,"$24,444,121"
D3: The Mighty Ducks,"$22,955,097"
The Juror,"$22,754,725"
My Fellow Americans,"$22,313,201"
Emma,"$22,231,658"
The Quest,"$21,686,547"
Bulletproof,"$21,576,954"
A Very Brady Sequel,"$21,440,752"
High School High,"$21,302,121"
Chain Reaction,"$21,226,204"
Multiplicity,"$21,075,014"
Oliver & Company 1996 Re-release,"$20,872,291"
Fear,"$20,831,000"
The Glimmer Man,"$20,351,264"
City Hall,"$20,340,204"
The People vs. Larry Flynt,"$20,300,385"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"$20,109,115"
Flipper,"$20,080,020"
Mother,"$19,145,198"
Bed of Roses,"$19,030,691"
Kazaam,"$18,937,262"
The Fan,"$18,626,419"
Last Man Standing,"$18,115,927"
The Crow: City of Angels,"$17,917,287"
Extreme Measures,"$17,380,126"
The Phantom,"$17,323,326"
Fled,"$17,193,231"
Diabolique,"$17,100,266"
The Frighteners,"$16,759,216"
Trainspotting,"$16,491,080"
Supercop,"$16,270,600"
Thinner,"$15,315,484"
The Adventures of Pinocchio,"$15,094,530"
The Substitute,"$14,818,176"
Flirting with Disaster,"$14,702,438"
The Chamber,"$14,551,359"
Maximum Risk,"$14,502,483"
In Love and War,"$14,481,231"
The Arrival,"$14,063,331"
Bio-Dome,"$13,427,615"
Secrets & Lies,"$13,417,292"
Ghosts of Mississippi,"$13,323,144"
The Associate,"$12,844,057"
Mr. Wrong,"$12,825,141"
Marvin's Room,"$12,803,305"
The Evening Star,"$12,767,815"
The Spitfire Grill,"$12,658,486"
Lone Star,"$12,408,986"
Big Night,"$12,008,376"
Alaska,"$11,829,959"
Mulholland Falls,"$11,526,099"
2 Days in the Valley,"$11,132,210"
Michael Collins,"$11,092,559"
Two If by Sea,"$10,658,278"
Beautiful Girls,"$10,597,759"
White Squall,"$10,292,300"
Sunset Park,"$10,163,782"
A Family Thing,"$10,125,417"
Mrs. Winterbourne,"$10,082,005"
Dunston Checks In,"$9,871,065"
Everyone Says I Love You,"$9,759,200"
She's the One,"$9,538,948"
Hellraiser: Bloodline,"$9,336,886"
Celtic Pride,"$9,255,027"
Before and After,"$8,797,839"
All Dogs Go to Heaven 2,"$8,620,678"
The Rich Man's Wife,"$8,543,587"
Larger Than Life,"$8,315,693"
The Great White Hype,"$8,008,255"
The Crucible,"$7,343,114"
Dear God,"$7,138,523"
House Arrest,"$7,032,782"
Last Dance,"$5,939,449"
Bordello of Blood,"$5,781,045"
Get on the Bus,"$5,754,249"
Screamers,"$5,711,695"
Mary Reilly,"$5,707,094"
Cold Comfort Farm,"$5,682,429"
The Pallbearer,"$5,656,388"
Jane Eyre,"$5,200,601"
Solo,"$5,107,669"
Heaven's Prisoners,"$5,009,305"
Girl 6,"$4,939,939"
Stealing Beauty,"$4,762,310"
Hamlet,"$4,739,189"
Joe's Apartment,"$4,619,014"
Welcome to the Dollhouse,"$4,569,019"
Swingers,"$4,555,020"
Ed,"$4,422,380"
Bogus,"$4,357,406"
Antonia's Line,"$4,249,321"
To Gillian on Her 37th Birthday,"$4,189,233"
Breaking the Waves,"$3,803,298"
Bound,"$3,802,260"
Barb Wire,"$3,793,614"
Original Gangstas,"$3,718,087"
The Portrait of a Lady,"$3,692,836"
The Trigger Effect,"$3,622,979"
Moll Flanders,"$3,486,957"
Angels and Insects,"$3,414,301"
Carpool,"$3,325,651"
Feeling Minnesota,"$3,124,440"
Basquiat,"$3,011,195"
Unforgettable,"$2,821,671"
When We Were Kings,"$2,789,985"
Crash,"$2,664,812"
Kids in the Hall: Brain Candy,"$2,654,308"
The Stupids,"$2,491,989"
If Lucy Fell,"$2,420,162"
Lawnmower Man 2: Beyond Cyberspace,"$2,409,225"
Once Upon a Time... When We Were Colored,"$2,291,255"
Palermo-Milan One Way,"$2,269,305"
Faithful,"$2,104,439"
Snowriders,"$2,068,490"
Big Bully,"$2,042,530"
Surviving Picasso,"$2,021,348"
Ridicule,"$1,979,768"
Vertigo 1996 Restored 70mm,"$1,967,552"
Race the Sun,"$1,945,552"
I Shot Andy Warhol,"$1,875,527"
Beautiful Thing,"$1,548,120"
Microcosmos,"$1,433,210"
Looking for Richard,"$1,408,575"
The Celluloid Closet,"$1,400,591"
Phat Beach,"$1,383,553"
Kansas City,"$1,356,329"
Nueba Yol 3: Bajo la nueva ley,"$1,354,652"
Anne Frank Remembered,"$1,310,200"
Walking and Talking,"$1,287,480"
The Funeral,"$1,227,324"
Two Much,"$1,141,556"
Bad Moon,"$1,055,525"
Titanic,"$1,843,478,449"
Bean,"$251,212,670"
Men in Black,"$250,690,539"
The Lost World: Jurassic Park,"$229,086,679"
Liar Liar,"$181,410,615"
Air Force One,"$172,956,409"
As Good as It Gets,"$148,478,011"
Good Will Hunting,"$138,433,435"
Star Wars: Episode IV - A New Hope 1997 Special Edition,"$138,257,865"
My Best Friend's Wedding,"$127,120,029"
Tomorrow Never Dies,"$125,304,276"
Face/Off,"$112,276,146"
Batman & Robin,"$107,325,195"
George of the Jungle,"$105,263,257"
Scream 2,"$101,363,301"
Con Air,"$101,117,573"
Contact,"$100,920,329"
Hercules,"$99,112,101"
Flubber,"$92,977,226"
Star Wars: Episode VI - Return of the Jedi 1997 Special Edition,"$89,388,357"
Conspiracy Theory,"$75,982,834"
I Know What You Did Last Summer,"$72,586,134"
Star Wars: Episode V - The Empire Strikes Back 1997 Special Edition,"$67,597,694"
Dante's Peak,"$67,127,760"
Anaconda,"$65,885,767"
L.A. Confidential,"$64,616,940"
In & Out,"$63,856,929"
The Fifth Element,"$63,820,180"
Mousehunt,"$61,917,389"
The Saint,"$61,363,304"
The Devil's Advocate,"$60,944,660"
Kiss the Girls,"$60,527,873"
Jungle 2 Jungle,"$59,927,618"
Anastasia,"$58,406,347"
The Jackal,"$54,930,280"
Spawn,"$54,870,175"
Starship Troopers,"$54,814,377"
Austin Powers: International Man of Mystery,"$53,883,989"
Breakdown,"$50,159,144"
Absolute Power,"$50,068,310"
Volcano,"$49,323,468"
Speed 2: Cruise Control,"$48,608,066"
The Game,"$48,323,648"
G.I. Jane,"$48,169,156"
Alien: Resurrection,"$47,795,658"
The Full Monty,"$46,163,699"
The Rainmaker,"$45,916,769"
Cop Land,"$44,862,187"
Nothing to Lose,"$44,480,039"
Amistad,"$44,229,441"
Soul Food,"$43,700,855"
Wag the Dog,"$43,061,945"
The Devil's Own,"$42,868,348"
Donnie Brasco,"$41,909,762"
The Peacemaker,"$41,263,140"
Private Parts,"$41,230,799"
Money Talks,"$40,922,619"
Jackie Brown,"$39,673,162"
Seven Years in Tibet,"$37,957,682"
Vegas Vacation,"$36,400,360"
Mortal Kombat: Annihilation,"$35,927,406"
Selena,"$35,281,794"
Addicted to Love,"$34,673,095"
The Relic,"$33,956,608"
Metro,"$32,000,301"
For Richer or Poorer,"$31,642,995"
Beverly Hills Ninja,"$31,480,418"
Picture Perfect,"$31,407,873"
Home Alone 3,"$30,882,515"
Fools Rush In,"$29,481,428"
Romy and Michele's High School Reunion,"$29,235,353"
Out to Sea,"$29,022,252"
Fathers' Day,"$28,598,376"
Grosse Pointe Blank,"$28,084,357"
The Edge,"$27,873,386"
The Little Mermaid 1997 Re-release,"$27,187,616"
Event Horizon,"$26,673,242"
An American Werewolf in Paris,"$26,570,463"
Boogie Nights,"$26,400,640"
Murder at 1600,"$25,804,707"
Mimic,"$25,480,490"
Midnight in the Garden of Good and Evil,"$25,105,255"
Good Burger,"$23,712,993"
Hoodlum,"$23,499,102"
Air Bud,"$23,144,499"
Red Corner,"$22,459,274"
Mr. Magoo,"$21,437,192"
Booty Call,"$20,050,376"
The Apostle,"$19,868,354"
Gone Fishin',"$19,745,922"
Thrill Ride: The Science of Fun,"$18,798,590"
That Darn Cat,"$18,301,610"
The Postman,"$17,626,234"
That Old Feeling,"$16,574,176"
Fire Down Below,"$16,228,448"
